File:         02packages.details.txt
URL:          http://www.perl.com/CPAN/modules/02packages.details.txt
Description:  Package names found in cpanfile.snapshot
Columns:      package name, version, path
Intended-For: Automated fetch routines, namespace documentation.
Written-By:   Carton v1.0.28
Specio::Subs                       0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::TypeChecks                 0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
SQL::Abstract                  2.000001  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
SQL::Abstract::Formatter          undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
SQL::Abstract::Parts              undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
SQL::Abstract::Plugin::BangOverrides undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
SQL::Abstract::Plugin::ExtraClauses undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
SQL::Abstract::Reference          undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
SQL::Abstract::Role::Plugin       undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
SQL::Abstract::Test               undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
SQL::Abstract::Tree               undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
StackTrace::Auto                  1.000  R/RJ/RJBS/Throwable-1.000.tar.gz
Stream::Buffered                   0.03  D/DO/DOY/Stream-Buffered-0.03.tar.gz
Stream::Buffered::Auto            undef  D/DO/DOY/Stream-Buffered-0.03.tar.gz
Stream::Buffered::File            undef  D/DO/DOY/Stream-Buffered-0.03.tar.gz
Stream::Buffered::PerlIO          undef  D/DO/DOY/Stream-Buffered-0.03.tar.gz
strictures                     2.000006  H/HA/HAARG/strictures-2.000006.tar.gz
strictures::extra                 undef  H/HA/HAARG/strictures-2.000006.tar.gz
String::Random                     0.32  S/SH/SHLOMIF/String-Random-0.32.tar.gz
String::RewritePrefix             0.008  R/RJ/RJBS/String-RewritePrefix-0.008.tar.gz
String::Validator::Common          2.00  B/BR/BRAINBUZ/String-Validator-Common-2.00.tar.gz
String::Validator::Password        2.01  B/BR/BRAINBUZ/String-Validator-Password-2.01.tar.gz
Sub::Defer                     2.006006  H/HA/HAARG/Sub-Quote-2.006006.tar.gz
Sub::Exporter                     0.988  R/RJ/RJBS/Sub-Exporter-0.988.tar.gz
Sub::Exporter::Progressive     0.001013  F/FR/FREW/Sub-Exporter-Progressive-0.001013.tar.gz
Sub::Exporter::Util               0.988  R/RJ/RJBS/Sub-Exporter-0.988.tar.gz
Sub::Identify                      0.14  R/RG/RGARCIA/Sub-Identify-0.14.tar.gz
Sub::Install                      0.928  R/RJ/RJBS/Sub-Install-0.928.tar.gz
Sub::Name                          0.26  E/ET/ETHER/Sub-Name-0.26.tar.gz
Sub::Quote                     2.006006  H/HA/HAARG/Sub-Quote-2.006006.tar.gz
Sub::Uplevel                     0.2800  D/DA/DAGOLDEN/Sub-Uplevel-0.2800.tar.gz
Sub::Util                          1.63  P/PE/PEVANS/Scalar-List-Utils-1.63.tar.gz
Task::Weaken                       1.06  E/ET/ETHER/Task-Weaken-1.06.tar.gz
Template                          3.101  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Base                    3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Config                  3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Constants               3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Context                 3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Directive               3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Document                3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Exception               3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Filters                 3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Grammar                 3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Iterator                3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Monad::Assert           3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Monad::Scalar           3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Namespace::Constants    3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Parser                  3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Perl                    3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin                  3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Assert          3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Datafile        3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Date            3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Date::Calc      3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Date::Manip     3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Directory       3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Dumper          3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::File            3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Filter          3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Format          3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::HTML            3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Image           3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Iterator        3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::JSON             0.08  E/ET/ETHER/Template-Plugin-JSON-0.08.tar.gz
Template::Plugin::Math            3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Pod             3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Procedural      3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Scalar          3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::String          3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Table           3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::URL             3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::View            3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugin::Wrap            3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Plugins                 3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Provider                3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Service                 3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Stash                   3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Stash::Context          3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Stash::XS               undef  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Test                    3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::TieString               3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::Timer                    1.00  P/PE/PETDANCE/Template-Timer-1.00.tar.gz
Template::Toolkit                 3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::View                    3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Template::VMethods                3.100  A/AB/ABW/Template-Toolkit-3.101.tar.gz
Test::Deep                        1.130  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::All                   undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Any                   undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Array                 undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::ArrayEach             undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::ArrayElementsOnly     undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::ArrayLength           undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::ArrayLengthOnly       undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Blessed               undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Boolean               undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Cache                 undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Cache::Simple         undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Class                 undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Cmp                   undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Code                  undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Hash                  undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::HashEach              undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::HashElements          undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::HashKeys              undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::HashKeysOnly          undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Ignore                undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Isa                   undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::ListMethods           undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Methods               undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::MM                    undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::None                  undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::NoTest                undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Number                undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Obj                   undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Ref                   undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::RefType               undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Regexp                undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::RegexpMatches         undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::RegexpOnly            undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::RegexpRef             undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::RegexpRefOnly         undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::RegexpVersion         undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::ScalarRef             undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::ScalarRefOnly         undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Set                   undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Shallow               undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::Stack                 undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::String                undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::SubHash               undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::SubHashElements       undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::SubHashKeys           undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::SubHashKeysOnly       undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::SuperHash             undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::SuperHashElements     undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::SuperHashKeys         undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Deep::SuperHashKeysOnly     undef  R/RJ/RJBS/Test-Deep-1.130.tar.gz
Test::Exception                    0.43  E/EX/EXODIST/Test-Exception-0.43.tar.gz
Test::Fatal                       0.016  R/RJ/RJBS/Test-Fatal-0.016.tar.gz
Test::Moose                      2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Test::NoWarnings                   1.06  H/HA/HAARG/Test-NoWarnings-1.06.tar.gz
Test::NoWarnings::Warning          1.06  H/HA/HAARG/Test-NoWarnings-1.06.tar.gz
Test::SharedFork                   0.35  E/EX/EXODIST/Test-SharedFork-0.35.tar.gz
Test::SharedFork::Array           undef  E/EX/EXODIST/Test-SharedFork-0.35.tar.gz
Test::SharedFork::Scalar          undef  E/EX/EXODIST/Test-SharedFork-0.35.tar.gz
Test::SharedFork::Store           undef  E/EX/EXODIST/Test-SharedFork-0.35.tar.gz
Test::Specio                       0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Test::TCP                          2.22  M/MI/MIYAGAWA/Test-TCP-2.22.tar.gz
Test::TCP::CheckPort              undef  M/MI/MIYAGAWA/Test-TCP-2.22.tar.gz
Test::TypeTiny                 2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Text::CSV                          2.02  I/IS/ISHIGAKI/Text-CSV-2.02.tar.gz
Text::CSV::ErrorDiag               2.02  I/IS/ISHIGAKI/Text-CSV-2.02.tar.gz
Text::CSV_PP                       2.02  I/IS/ISHIGAKI/Text-CSV-2.02.tar.gz
Text::SimpleTable                  2.07  M/MR/MRAMBERG/Text-SimpleTable-2.07.tar.gz
Text::Unidecode                    1.30  S/SB/SBURKE/Text-Unidecode-1.30.tar.gz
Throwable                         1.000  R/RJ/RJBS/Throwable-1.000.tar.gz
Throwable::Error                  1.000  R/RJ/RJBS/Throwable-1.000.tar.gz
Tie::ToObject                      0.03  N/NU/NUFFIN/Tie-ToObject-0.03.tar.gz
Time::Local                        1.30  D/DR/DROLSKY/Time-Local-1.30.tar.gz
Time::Zone                         2.24  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
TimeDate                           1.21  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Tree::Simple                       1.34  R/RS/RSAVAGE/Tree-Simple-1.34.tgz
Tree::Simple::Visitor              1.34  R/RS/RSAVAGE/Tree-Simple-1.34.tgz
Tree::Simple::Visitor::BreadthFirstTraversal 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::CreateDirectoryTree 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::FindByNodeValue 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::FindByPath  0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::FindByUID   0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::FromNestedArray 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::FromNestedHash 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::GetAllDescendents 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::LoadClassHierarchy 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::LoadDirectoryTree 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::PathToRoot  0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::PostOrderTraversal 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::PreOrderTraversal 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::Sort        0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::ToNestedArray 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::ToNestedHash 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::Visitor::VariableDepthClone 0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
Tree::Simple::VisitorFactory       0.16  R/RS/RSAVAGE/Tree-Simple-VisitorFactory-0.16.tgz
true                           1.000002  C/CH/CHOCOLATE/true-v1.0.2.tar.gz
true::VERSION                  1.000002  C/CH/CHOCOLATE/true-v1.0.2.tar.gz
Try::Tiny                          0.31  E/ET/ETHER/Try-Tiny-0.31.tar.gz
Type::Coercion                 2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Coercion::FromMoose      2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Coercion::Union          2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Library                  2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Params                   2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Params::Alternatives     2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Params::Parameter        2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Params::Signature        2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Parser                   2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Parser::AstBuilder       2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Parser::Token            2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Parser::TokenStream      2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Registry                 2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tie                      2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tie::ARRAY               2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tie::BASE                2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tie::HASH                2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tie::SCALAR              2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tiny                     2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tiny::Class              2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tiny::ConstrainedObject  2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tiny::Duck               2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tiny::Enum               2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tiny::Intersection       2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tiny::Role               2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Tiny::Union              2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Type::Utils                    2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Common                  2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Common::Numeric         2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Common::String          2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Serialiser                  1.01  M/ML/MLEHMANN/Types-Serialiser-1.01.tar.gz
Types::Serialiser::BooleanBase     1.01  M/ML/MLEHMANN/Types-Serialiser-1.01.tar.gz
Types::Serialiser::Error           1.01  M/ML/MLEHMANN/Types-Serialiser-1.01.tar.gz
Types::Standard                2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::ArrayRef      2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::CycleTuple    2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::Dict          2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::HashRef       2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::Map           2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::ScalarRef     2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::StrMatch      2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::Tied          2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::Standard::Tuple         2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Types::TypeTiny                2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
URI                                5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::data                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::Escape                        5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::file                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::file::Base                    5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::file::FAT                     5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::file::Mac                     5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::file::OS2                     5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::file::QNX                     5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::file::Unix                    5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::file::Win32                   5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::Find                      20160806  M/MS/MSCHWERN/URI-Find-20160806.tar.gz
URI::Find::Schemeless          20160806  M/MS/MSCHWERN/URI-Find-20160806.tar.gz
URI::ftp                           5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::gopher                        5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::Heuristic                     5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::http                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::https                         5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::IRI                           5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::ldap                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::ldapi                         5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::ldaps                         5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::mailto                        5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::mms                           5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::news                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::nntp                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::nntps                         5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::pop                           5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::QueryParam                    5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::rlogin                        5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::rsync                         5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::rtsp                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::rtspu                         5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::sftp                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::sip                           5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::sips                          5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::snews                         5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::Split                         5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::ssh                           5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::telnet                        5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::tn3270                        5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::URL                           5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::urn                           5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::urn::isbn                     5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::urn::oid                      5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::WithBase                      5.17  O/OA/OALDERS/URI-5.17.tar.gz
URI::ws                            0.03  P/PL/PLICEASE/URI-ws-0.03.tar.gz
URI::wss                           0.03  P/PL/PLICEASE/URI-ws-0.03.tar.gz
UUID::Tiny                         1.04  C/CA/CAUGUSTIN/UUID-Tiny-1.04.tar.gz
Variable::Magic                    0.63  V/VP/VPIT/Variable-Magic-0.63.tar.gz
WWW::Form::UrlEncoded              0.26  K/KA/KAZEBURO/WWW-Form-UrlEncoded-0.26.tar.gz
WWW::Form::UrlEncoded::PP         undef  K/KA/KAZEBURO/WWW-Form-UrlEncoded-0.26.tar.gz
WWW::RobotRules                    6.02  G/GA/GAAS/WWW-RobotRules-6.02.tar.gz
WWW::RobotRules::AnyDBM_File       6.00  G/GA/GAAS/WWW-RobotRules-6.02.tar.gz
